Sat Apr 16 15:21:51.388 2022 : CtMain::main processing for command=/ call show 
Sat Apr 16 15:21:51.389 2022 : Entering LinuxControllerExplorer::explore 
Sat Apr 16 15:21:51.389 2022 : Entering LinuxControllerExplorer::getCtrlCount
Sat Apr 16 15:21:51.390 2022 : LinuxControllerExplorer::getCtrlCount _hDvr=4 _hDvrSwr =-1
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.332 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.332 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.332 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.332 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.332 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createVd
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchArrayList
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.333 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::searchPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::getPd using deviceId
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::assignPdToArray
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createDiskGroup
Sat Apr 16 15:25:19.333 2022 : Entering RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Exiting RmDataMfi::createSpan
Sat Apr 16 15:25:19.333 2022 : Drive deviceID=11 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=11 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=17 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=17 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=10 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=10 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=20 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=20 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=9 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=9 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=16 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=16 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=13 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=13 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=18 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=18 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=19 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=19 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=12 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=12 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=14 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=14 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=15 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:25:19.334 2022 : Drive deviceID=15 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:25:19.334 2022 : Exiting RmDataMfi::createRmCfg
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::isAllowHDDSSDMix
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.334 2022 : Exiting AdapterDataMfi::isAllowHDDSSDMix retCode = 0
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::isAllowMixInLd
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::isAllowSSDMixInLd
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:25:19.334 2022 : Exiting AdapterDataMfi::isAllowSSDMixInLd
Sat Apr 16 15:25:19.334 2022 : Entering AdapterDataMfi::getOem
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl DCMD=10e8481 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:25:19.334 2022 : Exiting AdapterDataMfi::getOem
Sat Apr 16 15:25:19.334 2022 : Entering SwBbuCp::sendCmd dcmd=0x05010000
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl DCMD=5010000 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=34
Sat Apr 16 15:25:19.334 2022 : LinuxMfiDataProvider::fireIoctl returning with =34 errno=2
Sat Apr 16 15:25:19.334 2022 : Entering MWCliRootCp::handleOuput retCode=0, DriveFull=0
Sat Apr 16 15:25:19.339 2022 : MWCliRootCp::process processed for subtokenID=12 errorCode=0
Sat Apr 16 15:25:19.339 2022 : Entering MWCliRootCp::handleOuput retCode=0, DriveFull=0
Sat Apr 16 15:25:19.339 2022 : StorelibItDp::processLibCommand SL request sent
Sat Apr 16 15:25:19.340 2022 : StorelibItDp::processLibCommand SL responded with retcode=32770
Sat Apr 16 15:25:19.340 2022 : StorelibItDp::processLibCommand SL request sent
Sat Apr 16 15:25:19.340 2022 : StorelibItDp::processLibCommand SL responded with retcode=32770
Sat Apr 16 15:25:19.340 2022 : Entering RmDataMfi::~RmDataMfi pdListPtr_=242d950 count=14
Sat Apr 16 15:25:19.340 2022 : CtMain::main command completed with retcode=0

Sat Apr 16 15:25:19.348 2022 : CtMain::main processing for command=/ call / vall delete 
Sat Apr 16 15:25:19.349 2022 : Entering LinuxControllerExplorer::explore 
Sat Apr 16 15:25:19.349 2022 : Entering LinuxControllerExplorer::getCtrlCount
Sat Apr 16 15:25:19.349 2022 : LinuxControllerExplorer::getCtrlCount _hDvr=4 _hDvrSwr =-1
Sat Apr 16 15:25:19.349 2022 : LinuxControllerExplorer::getCtrlCount kernelVer=1 
Sat Apr 16 15:25:19.349 2022 : cli_sysfs_scan_for_new_devices: classpath = /sys/class/scsi_host

Sat Apr 16 15:25:19.349 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host0

Sat Apr 16 15:25:19.349 2022 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host0

Sat Apr 16 15:25:19.349 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host0/proc_name

Sat Apr 16 15:25:19.349 2022 : cli_get_adapter_map: drvname = megaraid_sas


Sat Apr 16 15:25:19.349 2022 : cli_get_adapter_map: megaraid_sas driver found

Sat Apr 16 15:25:19.349 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host0/device

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: path /sys/class/scsi_host/host0/device is link
Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: devicedir = /sys/devices/pci0000:17/0000:17:02.0/0000:19:00.0/host0

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: host_no = 0

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: domain=0, bus=25 slot=0 func=0

Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host1

Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host1

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host1/proc_name

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: drvname = ahci


Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host2

Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host2

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host2/proc_name

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: drvname = ahci


Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host3

Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host3

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host3/proc_name

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: drvname = ahci


Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host4

Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: path = /sys/class/scsi_host/host4

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: path = /sys/class/scsi_host/host4/proc_name

Sat Apr 16 15:25:19.350 2022 : cli_get_adapter_map: drvname = ahci


Sat Apr 16 15:25:19.350 2022 : cli_sysfs_scan_for_new_devices: direntry->d_name = host5

